,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Liegenschaftsbezeichnung,Strasse,Hausnummer,PLZ,Ort,Referenznummer / Bezeichnung,Amtliche Wohnungsnummer,Hauptmieter,Mieter 2,Mieter 3,Stockwerk,Zimmer,m2,Baujahr,Sanierungsjahr,"E-mail der Verwaltung zur 
Eskalation/Information 
durch ailean
Wo sendet ailean Mängelmeldungen bei 
der Verwaltung hin? Z.B. Sammelinbox nur für 
ailean, Abteilungsemail oder 
Bewirtschafter*In Pro Liegenschaft nur einmal ausfüllen","Verwaltungskontakt während 
Öffnungszeiten
für Mieter
(Falls Kontakt überhaupt rausgegeben wird, 
wird dieser Kontakt rausgegeben. Pro Liegenschaft nur einmal Ausfüllen)","Eskalationskontakt intern
(Wohin soll ailean eskalieren, wenn der Mieter meldet, dass 
der Mangel nicht behoben ist trotz Eskalation 
an eigene Verwaltung?) In der Regel Teamleitung / Vorgesetzte",Eigentümer,"Fiskaljahr
z.B. 01.-12.","Budget für Mängelbehebung
Ist dieser Betrag erreicht, wird ailean nur noch Offertenanfragen stellen 
oder direkt an Verwaltung eskalieren (je nach Einstellungen)
Formel: Direktaufträge an Handwerker x Kompetenzsumme","Individuelle Schwelle 
kleiner Unterhalt in CHF
(z.B. CHF 150.-)
Pro Liegenschaft nur einmal Ausfüllen"
,Badener 727-733 Im Struppen,Im Struppen,16,8048,Zurich,46572 / 1.5-Zi-Whg Nr. 405 3.OG,,,,,3. OG,1.5,40,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,16,8048,Zurich,46573 / 2-Zi-Whg Nr. 406 3.OG,,,,,3. OG,2,55,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,16,8048,Zurich,46574 / 2.5-Zi-Whg Nr. 16A Attika,,,,,4. OG,2.5,77,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,16,8048,Zurich,46575 / 3.5-Zi-Whg Nr. 16B Attika,,,,,4. OG,3.5,92,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46604 / 2-Zi-Whg Nr. 107 EG,,,,,EG,2,50,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46605 / 1.5-Zi-Whg Nr. 108 EG,,,,,EG,1.5,35,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46606 / 3.5-Zi-Whg Nr. 109 EG,,,,,EG,3.5,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46607 / 2-Zi-Whg Nr. 207 1.OG,,,,,1. OG,2,50,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46608 / 1.5-Zi-Whg Nr. 208 1.OG,,,,,1. OG,1.5,35,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46609 / 3.5-Zi-Whg Nr. 209 1.OG,,,,,1. OG,3.5,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46610 / 2-Zi-Whg Nr. 307 2.OG,,,,,2. OG,2,50,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46611 / 1.5-Zi-Whg Nr. 308 2.OG,,,,,2. OG,1.5,35,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46612 / 3.5-Zi-Whg Nr. 304 2.OG,,,,,2. OG,3.5,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46613 / 2-Zi-Whg Nr. 407 3.OG,,,,,3. OG,2,50,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46614 / 1.5-Zi-Whg Nr. 408 3.OG,,,,,3. OG,1.5,35,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,17,8048,Zurich,46615 / 3.5-Zi-Whg Nr. 409 3.OG,,,,,3. OG,3.5,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46629 / 3-Zi-Whg Nr. 101 EG,,,,,EG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46630 / 3-Zi-Whg Nr. 102 EG,,,,,EG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46631 / 2.5-Zi-Whg Nr. 103 EG,,,,,EG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46632 / 1.5-Zi-Whg Nr. 104 EG,,,,,EG,1.5,40,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46633 / 3-Zi-Whg Nr. 201 1.OG,,,,,1. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46634 / 3-Zi-Whg Nr. 202 1.OG,,,,,1. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46635 / 2.5-Zi-Whg Nr. 203 1.OG,,,,,1. OG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46636 / 2-Zi-Whg Nr. 204 1.OG,,,,,1. OG,2,50,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46637 / 3-Zi-Whg Nr. 301 2.OG,,,,,2. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46638 / 3-Zi-Whg Nr. 302 2.OG,,,,,2. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46639 / 2.5-Zi-Whg Nr. 303 2.OG,,,,,2. OG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46640 / 2-Zi-Whg Nr. 304 2.OG,,,,,2. OG,2,50,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46641 / 3-Zi-Whg Nr. 401 3.OG,,,,,3. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46642 / 3-Zi-Whg Nr. 402 3.OG,,,,,3. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46643 / 2.5-Zi-Whg Nr. 403 3.OG,,,,,3. OG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46644 / 2-Zi-Whg Nr. 404 3.OG,,,,,3. OG,2,55,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46645 / 3.5-Zi-Whg Nr. 19A Attika,,,,,4. OG,3.5,105,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,19,8048,Zurich,46646 / 3-Zi-Whg Nr. 19B Attika,,,,,4. OG,3,80,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46659 / 1.5-Zi-Whg Nr. 105 EG,,,,,EG,1.5,35,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46660 / 2.5-Zi-Whg Nr. 106 EG,,,,,EG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46661 / 3-Zi-Whg Nr. 107 EG,,,,,EG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46662 / 3-Zi-Whg Nr. 108 EG,,,,,EG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46663 / 2-Zi-Whg Nr. 205 1.OG,,,,,1. OG,2,55,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46664 / 2.5-Zi-Whg Nr. 206 1.OG,,,,,1. OG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46665 / 3-Zi-Whg Nr. 207 1.OG,,,,,1. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46666 / 3-Zi-Whg Nr. 208 1.OG,,,,,1. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46667 / 2-Zi-Whg Nr. 305 2.OG,,,,,2. OG,2,55,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46668 / 2.5-Zi-Whg Nr. 306 2.OG,,,,,2. OG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46669 / 3-Zi-Whg Nr. 307 2.OG,,,,,2. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46670 / 3-Zi-Whg Nr. 308 2.OG,,,,,2. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46671 / 2-Zi-Whg Nr. 405 3.OG,,,,,3. OG,2,55,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46672 / 2.5-Zi-Whg Nr. 406 3.OG,,,,,3. OG,2.5,60,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46673 / 3-Zi-Whg Nr. 407 3.OG,,,,,3. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46674 / 3-Zi-Whg Nr. 408 3.OG,,,,,3. OG,3,70,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46675 / 3-Zi-Whg Nr. 21A Attika,,,,,4. OG,3,80,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badener 727-733 Im Struppen,Im Struppen,21,8048,Zurich,46676 / 3.5-Zi-Whg Nr. 21B Attika,,,,,4. OG,3.5,103,1972,2019,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45688 / Atelier B.1.1.1 EG,,,,,EG,2,100,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45689 / Atelier B.1.1.2 EG,,,,,EG,2.5,104,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45690 / Atelier B.1.1.3 EG,,,,,EG,2.5,91,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45691 / 2.5-Zi-Whg B.1.2.1 1. OG,,,,,1. OG,2.5,80,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45692 / 2.5-Zi-Whg B.1.2.2 1. OG,,,,,1. OG,2.5,82,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45693 / 2.5-Zi-Whg B.1.2.3 1. OG,,,,,1. OG,2.5,55,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45694 / 3.5-Zi-Whg B.1.2.4 1. OG,,,,,1. OG,3.5,84,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45695 / 2.5-Zi-Whg B.1.3.1 2. OG,,,,,2. OG,2.5,80,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45696 / 2.5-Zi-Whg B.1.3.2 2. OG,,,,,2. OG,2.5,82,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45697 / 2.5-Zi-Whg B.1.3.3 2. OG,,,,,2. OG,2.5,55,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45698 / 3.5-Zi-Whg B.1.3.4 2. OG,,,,,2. OG,3.5,84,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45699 / 2.5-Zi-Whg B.1.4.1 3. OG,,,,,3. OG,2.5,80,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45700 / 2.5-Zi-Whg B.1.4.2 3. OG,,,,,3. OG,2.5,82,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45701 / 2.5-Zi-Whg B.1.4.3 3. OG,,,,,3. OG,2.5,56,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45702 / 3.5-Zi-Whg B.1.4.4 3. OG,,,,,3. OG,3.5,84,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45703 / 2.5-Zi-Whg B.1.5.1 4. OG,,,,,4. OG,2.5,80,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45704 / 2.5-Zi-Whg B.1.5.2 4. OG,,,,,4. OG,2.5,83,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45705 / 2.5-Zi-Whg B.1.5.3 4. OG,,,,,4. OG,2.5,56,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45706 / 3.5-Zi-Whg B.1.5.4 4. OG,,,,,4. OG,3.5,84,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45707 / 4.5-Zi-Whg B.1.6.1 5. OG,,,,,5. OG,4.5,112,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Badenerstr.,717,8048,Zürich,45708 / 3.5-Zi-Whg B.1.6.2 5. OG,,,,,5. OG,3.5,110,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Im Struppen,8,8048,Zürich,45712 / 4.5-Zi-Whg S.1.2.1 EG,,,,,EG,4.5,116,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Im Struppen,8,8048,Zürich,45713 / 1.5-Zi-Whg S.1.2.2 EG,,,,,EG,1.5,38,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Im Struppen,8,8048,Zürich,45714 / 3.5-Zi-Whg S.1.2.3 EG,,,,,EG,3.5,83,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Im Struppen,8,8048,Zürich,45715 / 2.5-Zi-Whg S.1.2.4 EG,,,,,EG,2.5,55,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
,Badenerstr. 717 Im Struppen 8,Im Struppen,8,8048,Zürich,45716 / 4.5-Zi-Whg S.1.3.1 1. OG,,,,,1. OG,4.5,116,2011,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,"Dr. A. Guyer-Halter, Bremgarten",01.-12.,"CHF25,000.00",CHF150.00
